0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-195.3337,99.1228,-16.376387,2.736345,-14.817549,-22.510544,-14.410313,-6.2838273,-17.809626,-0.2787298,-11.932,-3.062605,-15.994422,-1.8626726,-6.7003937,-9.548226,-8.267225,-6.7928634,-9.430692,-1.4424667,-7.456474,0.23153278,-5.565037,-4.3532853,-3.7794137,-3.4439206,-6.7848186,-0.9230014,-8.063196,2.5387208,1.2566375,-3.357098,-2.52048,4.898763,-8.849051,-5.5364404,6.4877524,2.643556,-13.899798,3.7145097,car_horn
-200.00314,79.350815,-13.392574,17.59861,-14.156728,-16.691837,-7.9829416,-8.638725,-20.973171,-0.7265685,-10.11134,-15.03731,-1.3193889,-6.775376,-18.799446,2.1031501,-7.045189,-9.431713,-6.4541073,1.754579,-11.910584,0.70243156,-1.1222105,-0.15839106,-8.033323,0.16121867,-7.1408987,-6.2703795,-0.8416083,-2.0765982,-7.7962546,2.2160044,-6.209429,-1.2025735,-2.6098762,-3.5181673,-7.168769,2.0076895,-7.051587,-2.4559567,car_horn
-196.05116,90.81921,-17.248508,14.915048,-9.066443,-14.556082,-11.626995,-2.5020795,-25.55842,0.66375977,-7.8976974,-5.4851756,-14.35375,-2.0565655,-9.998082,-6.8425155,-10.262799,-4.0959344,-7.886369,-6.9130945,-8.490551,-3.3692787,-6.59004,-4.111843,-4.838392,-3.8406694,-5.8736486,1.4345018,-2.5833547,-2.1610386,-5.161287,3.5246649,-1.6123949,-2.2043884,-5.0678115,2.8858237,-4.2831097,-6.0492606,-1.5611683,3.4540265,car_horn
-114.125336,53.49515,-10.338029,10.012976,2.326179,-16.321623,-21.841566,5.216527,-22.578327,-4.0594196,-7.6487207,0.71236944,-9.819507,-4.2332945,-7.8934135,-3.823458,-7.8306146,-1.8557626,-0.62942296,-1.3264304,-8.024947,-3.8974967,-4.053612,-3.3355377,-5.219934,-1.9382658,-4.3885946,-2.0354314,-4.8002505,-2.5769527,-8.790586,-0.17283545,0.015070114,0.26591244,-4.6807523,2.7306762,-1.0894791,-1.6712945,-4.226285,1.4178876,car_horn
-272.6298,96.86443,-86.22162,-9.168317,4.169064,-16.863977,-13.483452,-0.15073444,-6.587472,12.746602,11.142547,10.575512,2.8224592,1.1033576,-5.579169,2.5960608,3.2115479,2.1094527,-1.9883207,8.947316,5.0020285,1.4041765,4.057379,1.4149212,-2.9597342,5.9678926,-1.0870236,4.1223383,0.87700385,2.3022501,3.1168427,2.8330674,-2.6234715,2.1117995,0.42967758,3.1507876,0.7439051,1.3192832,1.5101154,1.9387918,dog_bark
-291.9501,100.77206,-94.797745,-11.993613,7.0691833,-18.438421,-16.285732,-1.0658541,-8.600837,10.796624,11.014714,12.148184,2.721354,-3.760876,-7.227092,-0.29724863,1.9146479,-0.36777574,-3.887914,8.959189,7.121767,-0.23361348,1.699443,-0.69303733,-5.0202937,3.6768932,0.009415819,1.2339573,-1.2230788,2.9428923,4.9246163,1.1859759,-3.2273164,0.327919,-0.35106015,2.9693112,-0.6887464,0.11192961,0.861981,2.3696713,dog_bark
-300.3544,102.79726,-90.32626,-12.500052,9.068972,-20.856758,-16.338364,-2.211881,-5.5252585,13.168405,9.198417,9.296825,1.7115629,-2.1704612,-4.0626965,0.11231856,-0.850783,0.9368987,-1.4158536,5.6048274,2.7071128,-1.2631041,3.073265,0.5550305,-4.7357755,4.591243,1.0571487,-0.7624168,1.0139123,2.2850356,2.344614,0.22947432,-0.3192065,0.095901094,0.5807674,0.84555274,-0.19352965,0.027847378,0.8409926,0.7806426,dog_bark
-298.82608,103.67768,-94.644806,-13.064194,10.258672,-25.48512,-16.72287,-4.510607,-4.0122824,13.7544,13.553985,11.025494,0.5917392,-4.2467036,-7.34764,0.12544936,2.3478813,-0.40762496,-1.4815537,6.525729,4.8141847,-2.1755378,1.5744405,-0.2835046,-3.1745458,3.3976007,2.754978,-0.33634678,2.1565473,2.8833845,0.9161473,-0.96980226,-2.0000362,1.3766825,1.8155655,0.15778306,0.7659478,1.1506933,1.8007008,0.10701844,dog_bark
-324.0375,81.677765,-77.17256,-31.382875,12.934333,7.1484094,-0.7340416,7.4032154,-3.9476607,-4.028885,2.0265038,6.122227,8.211034,6.5104094,4.3782516,0.5496082,-7.0699725,-0.046844218,4.3546557,0.015871236,-2.0819952,-0.2924178,3.967198,1.2423127,1.2246825,2.7646368,-3.270191,-1.6821792,0.9428224,2.1092014,-0.196338,0.5060244,2.7040503,1.502636,-1.431419,-1.1906525,0.5923139,0.40240678,3.12278,-0.15257816,dog_bark
-336.19812,110.959335,-69.60012,-43.58158,1.0348847,0.34489772,-11.641599,3.2430506,2.4547045,15.228357,7.1552157,-5.7372274,0.0654591,5.2164803,2.8346293,8.201494,1.8624951,-1.3827107,-7.1284814,0.34769037,4.471466,1.5606716,3.382174,-0.28481305,-2.6730318,1.05924,-1.0198085,-0.0056687063,1.5567789,4.5902295,0.6919115,0.15350977,0.02003501,-0.5798585,-1.5703801,1.5363681,2.0833988,-1.0640131,-1.4403963,1.3870957,dog_bark
-347.94595,104.199356,-70.17334,-39.588703,3.238104,2.3974917,-10.652912,5.8240395,3.4268951,14.354027,4.0092807,-9.973882,-1.6792285,9.1673155,6.285728,7.09827,-0.55637646,-3.278954,-10.374299,0.13376823,6.788348,4.3237243,4.1931643,-1.6409209,-5.7716184,0.00017931282,-1.0008518,0.5258499,3.108038,5.4318395,-2.1027968,-1.398772,1.5260347,0.15088426,-1.8223299,2.632903,1.209501,-2.9525692,-1.8716928,2.7219665,dog_bark
-337.91812,109.692444,-73.11418,-42.995564,4.862185,3.9898767,-12.979727,2.450355,-0.11945286,11.741177,3.05119,-9.380275,0.66853625,10.189744,8.3902445,8.086533,-1.2592059,-2.8343298,-10.004154,-1.1844246,4.2919087,3.5057175,3.0768213,-1.5393606,-3.718189,1.6375538,-1.2122712,1.1026658,2.9231906,5.4217615,-2.5230205,-1.1581743,1.9740633,1.4599783,-1.1799524,0.7500016,0.24914128,-1.9719635,-0.20592146,2.7643852,dog_bark
-49.107483,71.483604,-40.426373,37.456013,7.3168073,11.3061695,9.10106,5.0313587,-2.3095415,1.4629979,-4.301825,5.503914,-2.359694,8.491951,-4.3205037,7.6467977,-3.8173916,4.7434244,-2.825309,6.2865605,-2.271097,-0.032426756,-0.4555205,2.643709,-3.0691824,0.34389347,-3.1739523,-1.0660816,-1.5326252,-2.5646794,-5.6879673,-2.2636948,-3.6698873,-0.16477549,-2.5021625,1.6673515,-1.4297129,2.588717,-4.285008,1.8712666,air_conditioner
-46.19962,73.00435,-40.526543,37.99549,8.0079,11.861319,9.544369,4.650113,-3.033012,1.6128087,-3.746855,5.3661127,-2.6387916,8.729911,-3.9322107,7.7980137,-3.7944212,5.323426,-2.6808531,6.494716,-1.7739371,0.33666497,-0.36715314,3.1062462,-3.5319436,0.30479643,-2.8583193,-1.1407982,-1.3460286,-2.1003876,-6.1401615,-3.219016,-4.0829654,0.26395133,-2.3529987,1.8562644,-1.4246988,2.2444232,-4.8029723,1.61705,air_conditioner
-37.8722,68.41028,-35.886875,37.11995,9.585915,12.233937,7.288043,5.462132,-3.051937,2.454188,-2.1637053,4.873845,-2.4307396,8.985185,-3.9561694,7.401003,-2.4565094,4.50528,-2.9093041,7.8664474,-1.4053276,0.89267194,-1.0542679,3.6185231,-2.8455656,0.56387544,-3.2752914,-0.96426487,-2.7240548,-2.3253503,-5.65549,-1.8820536,-2.9036388,0.78131104,-1.3503866,1.337414,0.12903678,2.4593158,-3.0923939,0.97702926,air_conditioner
-38.783283,67.95723,-35.537212,37.295795,9.238687,12.377478,6.7706065,5.023966,-2.8239748,2.1472573,-2.300012,5.092472,-1.6252022,8.836748,-3.918666,7.0917115,-1.9536393,5.4018207,-2.2019684,7.9625893,-2.194035,0.4582052,-1.660505,3.7567904,-2.7979856,-0.19607843,-4.1060705,-1.2174531,-3.1408525,-1.6724435,-5.450692,-1.8730854,-3.0847273,0.15233953,-1.7821729,1.4889331,-0.09843426,2.179291,-3.0450654,1.4510278,air_conditioner
-44.694904,69.14155,-36.832695,37.607647,7.2207527,12.550011,7.7139306,4.5007343,-2.9730995,2.323992,-2.1427155,4.163536,-1.287834,8.33248,-4.059995,7.1623945,-1.7236717,5.6072297,-2.3355734,8.008141,-2.1846216,0.98983854,-1.6983032,4.138728,-3.1870902,-0.20412555,-4.305303,-0.31171328,-3.1732352,-1.67606,-5.5027604,-2.023649,-3.2053158,0.19895945,-1.7010539,1.13203,-0.49906537,1.8939488,-3.1026573,1.1970992,air_conditioner
-47.72907,69.42536,-37.333828,38.019413,6.1446857,12.263909,8.405635,4.3762264,-2.95064,2.291645,-1.6858429,3.6278062,-1.6906822,8.518679,-3.590596,7.033024,-1.3502781,5.181179,-2.939804,7.964942,-2.0903933,1.0535246,-1.7314903,3.431225,-3.302982,0.8180062,-3.5897033,0.73024553,-2.6938398,-1.4941642,-5.273566,-1.4459924,-2.566471,0.22436021,-1.1916387,1.0537416,-0.46544245,1.8196969,-2.7813957,1.4139434,air_conditioner
-47.44126,69.24389,-37.3081,38.70163,6.1191726,11.547617,7.8702073,4.513675,-2.4988675,1.7500261,-1.6259505,3.821351,-1.8484946,8.633202,-3.096218,7.422318,-1.3841327,4.7199745,-3.0573475,7.725779,-3.2255366,0.72915256,-2.287964,2.8753426,-2.9120028,0.969532,-3.7792659,1.0847027,-2.619531,-1.2755942,-5.2782288,-1.6814811,-3.076691,0.05733929,-1.2835768,1.4292434,-0.25367063,1.377933,-2.7000794,1.3425921,air_conditioner
-46.38542,69.78547,-37.292126,39.249928,7.065275,11.857746,7.896991,4.308025,-2.0461876,1.504399,-1.7588137,4.2575154,-1.8287137,8.704879,-3.3313122,7.585614,-1.7823557,4.9762917,-3.0145721,7.914291,-3.3153634,1.1832404,-2.1322124,3.2157772,-2.5227852,0.608207,-4.3168077,0.6360524,-2.9531143,-1.471449,-5.2471185,-2.2795982,-3.3661625,-0.041687377,-1.9715647,1.7957441,-0.56138736,1.1363337,-2.9349334,0.8222358,air_conditioner
-46.412266,69.08655,-36.857124,38.860283,7.693634,12.227965,8.356616,3.8516817,-2.0794551,1.6341939,-2.3703005,4.430854,-1.5158519,9.361595,-3.970694,7.43839,-1.7136698,5.103586,-3.181222,8.482018,-2.5097737,1.4758573,-1.784323,3.2155395,-2.9017818,0.58375037,-4.3908463,0.33158,-2.9419732,-1.6716808,-4.974383,-1.8061755,-2.46717,-0.4480703,-2.4160748,1.5346037,-0.82450444,1.7957972,-2.702798,0.972756,air_conditioner
-46.128696,69.59732,-36.86685,37.628094,6.833951,11.823671,8.711225,4.3545923,-1.6713077,2.367694,-2.4511483,4.7256966,-1.3997139,9.396877,-4.03683,7.3451967,-1.9594115,5.283438,-2.9658804,8.866302,-2.3253055,1.4070463,-2.0804718,3.4456103,-3.3267412,0.822698,-4.102098,-0.13796991,-3.1730764,-1.9054136,-5.26343,-1.7535704,-2.7153904,-0.62897754,-2.2203414,0.815164,-1.0124239,1.6215681,-2.4509225,1.167205,air_conditioner
-45.942654,70.56926,-37.514675,36.638252,6.448643,11.162409,8.465849,5.317442,-1.814519,1.7912278,-2.1095407,4.4876904,-1.8644791,8.736367,-4.2598205,7.752643,-1.7332175,5.185298,-3.138371,8.486921,-2.9748034,1.0725884,-2.2537608,3.3195264,-3.336681,0.9832694,-3.3341453,-0.2734955,-3.8618834,-2.238256,-5.8705096,-1.9648,-3.259026,-0.56132954,-1.7202675,0.7281334,-1.1146237,1.6294171,-2.4564667,0.95771086,air_conditioner
-46.25084,70.96993,-37.44435,36.633133,6.078981,11.613296,8.626876,6.046276,-2.0910866,1.4054227,-2.2929697,3.9723704,-1.8567075,8.609235,-4.308931,7.976765,-1.86047,4.863896,-3.5830793,8.45515,-2.99175,1.3378998,-1.9167103,3.0364323,-3.1517031,1.0248168,-3.0589445,-0.22631074,-3.6935306,-1.6822042,-6.011356,-1.9065019,-3.3563917,-0.30147853,-1.4535568,0.8160478,-0.91948354,2.0870097,-2.3562393,0.97424555,air_conditioner
-46.912815,73.38937,-40.260193,37.912876,7.8313093,11.815092,9.590371,4.6990104,-2.8243454,0.6941607,-3.7749848,5.726109,-2.2025886,8.545078,-4.180477,7.8559513,-4.050202,5.406941,-2.6111093,7.0535855,-1.3927135,0.38926283,-0.34273925,3.2873092,-3.8778777,0.28479856,-3.0366511,-0.86026704,-1.7014388,-2.3640974,-5.9467363,-3.0670962,-3.8874035,0.53925264,-2.0895238,1.6904275,-1.1273838,2.6532679,-4.4363804,1.5514008,air_conditioner
-45.35688,68.44755,-35.749767,37.154884,7.220881,12.618043,9.073678,5.6341963,-2.7365673,2.523419,-2.9502988,3.9599335,-1.2052459,8.9144535,-3.7054787,7.6368403,-1.8103719,5.997826,-3.0297103,8.649934,-2.268924,1.6621869,-1.7888592,3.7723007,-2.4538536,0.76210624,-3.55265,0.051044088,-3.5618918,-2.0360022,-6.0349884,-2.5435688,-3.926357,-0.39998773,-1.6197492,0.9921062,-0.6141557,1.9797775,-2.4716375,1.4449396,air_conditioner
-46.108677,67.119,-35.378838,38.147648,8.900291,13.20641,8.581216,5.277666,-3.2560008,2.3900964,-2.775853,3.1824415,-1.1457603,8.456745,-3.9644885,7.736618,-1.7858456,6.3299017,-2.5086246,8.546397,-2.7544951,1.0976241,-1.4677418,3.8051355,-2.68572,0.9741032,-4.068082,0.10331133,-3.9561517,-3.2293546,-7.197349,-3.3955638,-4.1460996,-0.94677585,-1.7733502,1.3946348,-0.40234092,1.8205394,-2.5557477,1.4807471,air_conditioner
-47.443924,69.16799,-35.942867,38.316174,8.900847,13.067092,7.6649065,6.065235,-3.0848162,1.3093703,-2.5164883,2.3935716,-1.2334197,8.327068,-4.2780147,7.912314,-2.8580866,5.5756025,-3.088578,8.545214,-2.9646082,1.516086,-0.8097575,3.476662,-3.1804059,1.1503556,-4.459458,-0.009924326,-4.29611,-3.1270385,-7.852686,-3.2575727,-3.7024145,-1.3087974,-1.8348576,1.091452,-0.5759038,1.9313762,-2.3899868,1.5887437,air_conditioner
-47.581078,69.332466,-35.819736,37.65617,8.606263,12.32211,6.930004,6.311173,-3.641277,1.2423586,-2.783388,2.020772,-1.8100789,8.439633,-4.2573614,7.6431456,-2.9585407,5.6635823,-3.57807,8.204921,-2.4743261,1.879584,-0.97190654,3.448209,-2.7488308,1.9702628,-4.5009446,0.49704137,-4.257307,-2.8897746,-7.1819777,-2.5388274,-3.5387468,-1.4440682,-2.0729868,0.44543394,-0.8513081,1.45777,-2.6662173,2.0856836,air_conditioner
-46.898777,68.946655,-36.324722,37.892635,9.092317,11.89116,6.8374615,6.5690312,-3.6354318,1.1201981,-2.308253,2.1763947,-2.4326363,7.656556,-4.5402822,7.4295907,-3.7061863,5.0404234,-3.860814,8.021067,-2.367982,1.6965085,-1.0657738,3.20085,-2.8207686,2.135626,-4.3042717,0.76712644,-3.428706,-2.1470122,-7.062404,-2.6494856,-3.42531,-1.2364691,-1.6058004,0.66161376,-0.4792085,1.4394249,-2.5815058,1.9855603,air_conditioner
-45.809055,68.1664,-36.23297,38.091522,9.578729,11.759238,6.890285,6.8798757,-2.8882356,0.7486797,-2.3723836,2.232067,-2.4361424,6.78615,-4.4898944,7.7275276,-4.423689,3.8914242,-4.176096,7.9516997,-2.6427069,1.57824,-0.80653745,3.0996587,-2.8016315,1.7963723,-4.5005136,0.4006663,-3.6870794,-2.0586896,-6.777011,-2.685537,-3.761234,-1.3596894,-1.7641963,1.1839207,-0.3339055,1.2716141,-2.550399,1.8813282,air_conditioner
-45.96941,68.22872,-35.18634,37.80552,8.658763,11.744919,6.643675,5.896799,-3.709823,1.0600047,-2.9447165,1.250728,-2.4817052,6.71097,-4.878312,7.2252197,-3.711976,3.8681111,-4.526035,7.8418164,-2.7600622,1.3759412,-0.8822458,2.9786716,-3.3716145,1.4017239,-5.0051866,0.102332145,-4.6060467,-3.0170162,-6.4856167,-2.6473293,-4.24352,-1.6297611,-2.9111445,0.24861744,-1.2477133,0.85438573,-2.4975603,1.9955059,air_conditioner
-47.02263,68.567764,-34.515987,37.84547,8.631572,12.265919,6.47912,5.207614,-4.314855,1.301075,-2.654076,0.924831,-2.2236032,7.2934713,-5.417527,6.5457616,-2.9445374,4.936656,-4.5240974,8.378775,-2.0067856,1.2994462,-1.1031173,2.906679,-3.8446221,0.80681455,-4.832902,0.21553347,-4.9139185,-3.3284795,-6.7312884,-2.938622,-4.722265,-2.1538923,-3.3003762,-0.98282003,-1.7059708,1.0940058,-2.4822786,2.210542,air_conditioner
-46.816418,68.39322,-34.54469,37.05084,8.773293,12.632483,6.1841,4.898025,-4.118702,1.8834285,-1.8844513,1.0104907,-2.1803653,7.377742,-5.3835063,6.672452,-3.0521903,4.7223706,-4.649442,8.598963,-1.7317266,1.6115534,-0.86287427,3.527729,-2.797484,0.6958482,-4.960603,0.23692895,-4.7564945,-3.676061,-6.9770875,-3.2745893,-4.8904195,-2.548532,-3.4527602,-0.8957347,-1.4056703,1.3213655,-2.5336547,2.5548,air_conditioner
-44.65843,67.51676,-33.255424,36.20835,8.4476185,12.259139,6.254152,4.7747684,-4.151856,2.854615,-1.747928,0.64576393,-2.1110394,7.217312,-5.344338,6.122917,-3.1375062,4.6884294,-4.3970695,8.349947,-2.109023,1.7409748,0.03243195,4.3745384,-1.7742254,1.1077554,-5.167784,-0.16751538,-4.8211975,-3.8626082,-6.7173953,-3.0634868,-4.58233,-2.430476,-3.0389116,-0.71576345,-1.7814165,1.2021197,-2.2144582,2.3362632,air_conditioner
-46.466022,73.48496,-39.630974,37.85529,7.9536223,11.901846,8.730263,4.987537,-2.8539217,0.5218012,-4.0297766,5.8189907,-2.4124672,8.725374,-3.9632099,8.229987,-3.6862376,5.0648484,-3.133362,6.8564825,-1.9666649,0.16398369,-0.3372731,3.86974,-3.525976,0.037466276,-3.5247545,-0.8181294,-2.3374927,-2.526306,-5.9783745,-2.8651478,-3.991899,0.33726287,-2.2873857,1.4520404,-0.73696554,2.573912,-4.1617,1.9555358,air_conditioner
-40.487823,65.09179,-31.316235,36.414005,9.67709,12.132743,7.272362,6.024286,-3.6592548,3.3625128,-1.5475428,1.9042962,-0.78547645,8.312235,-4.601144,6.7311172,-2.133456,4.8302293,-3.038292,8.419699,-1.7753674,1.4320002,0.5331937,4.1243563,-1.2772927,1.5380642,-4.57621,-0.22904693,-4.44504,-3.5745468,-6.3486457,-2.4745345,-4.4942756,-2.0401464,-2.6638532,-0.31990114,-1.4239306,1.4309089,-1.9546378,2.3801374,air_conditioner
-44.0889,72.404755,-39.08241,38.116844,8.316432,11.747331,7.868413,4.9084034,-3.1909704,1.3762447,-3.600375,5.487387,-2.64086,9.4501505,-4.0018272,7.9218974,-2.5736725,6.017743,-3.3113034,6.8462706,-2.5023584,-0.2509445,-0.566193,3.5526195,-2.8920996,0.57735145,-3.3818388,-0.6569272,-2.933976,-2.5224483,-6.1367598,-2.2659557,-3.7306392,0.09669302,-2.2254446,1.7359248,-0.5754,2.6416862,-3.7221305,2.1617239,air_conditioner
-42.705498,71.21645,-38.80762,38.02761,8.088241,11.963847,8.257113,5.1896987,-2.633604,1.2880296,-3.2808654,5.07159,-2.5465193,9.592479,-4.700443,7.40311,-1.9643389,5.808097,-3.8852136,7.24113,-2.0822723,-0.10476839,-1.0576522,3.1159756,-3.069242,1.3360248,-2.830965,-0.61155736,-3.3845842,-2.1540887,-5.780772,-2.425195,-3.6545346,-0.041826125,-2.2720258,1.8477128,-0.37594742,2.9855845,-3.4723628,2.0908656,air_conditioner
-43.04792,70.08624,-38.556686,37.839832,8.368865,12.044212,7.8745694,4.9019895,-2.5566254,1.0272089,-3.5564518,4.9464254,-2.9511855,9.13699,-5.0757995,7.1067996,-2.2328897,5.48861,-4.0577536,7.4693356,-1.4002372,0.43487585,-1.1614376,3.9872422,-3.0089958,1.006224,-3.10998,-0.5134161,-3.2245557,-2.2301931,-5.705819,-2.3501306,-3.3969572,0.03572524,-2.1894882,1.6866558,-0.29315877,2.783867,-3.5961936,1.7673844,air_conditioner
-40.61719,67.603584,-38.983635,36.54466,9.4625,11.96099,6.6338964,3.3286405,-2.4844587,1.4442393,-4.223605,4.8002424,-3.100127,8.548757,-4.784807,7.249332,-2.4242167,6.729791,-2.8213708,7.166216,-0.7936994,0.25711006,-1.1289389,4.6245704,-2.894483,0.8797583,-3.3248723,0.020028396,-2.5860279,-2.1835504,-6.0561495,-1.9888217,-3.1434333,0.0100265015,-1.5525031,1.9085057,-0.36561844,2.2424529,-4.073739,1.1759183,air_conditioner
-40.445133,68.16036,-38.941456,36.114235,8.79841,11.820069,6.69204,3.836574,-2.2083373,1.4027151,-3.7462244,4.6981926,-3.3446546,8.703213,-4.8482237,7.1921854,-2.499763,6.4648805,-2.441904,7.4535384,-1.0062668,0.9109304,-1.3106564,4.141511,-2.89593,0.3880072,-3.3048663,0.05319031,-2.5218906,-2.3081133,-6.2806263,-2.056226,-2.9077404,0.0036604612,-1.7532239,1.9850677,-0.10630507,2.184051,-3.9527245,1.0348045,air_conditioner
-41.79047,69.71592,-37.559074,37.22351,8.4453125,11.960585,7.551861,5.514931,-2.9531295,1.4622678,-2.6513207,4.636457,-3.1015704,9.030718,-4.9122906,7.3690376,-2.7928522,4.6182904,-3.0070174,7.900186,-1.4572617,1.7083218,-0.9206931,3.6685483,-2.8892894,-0.07962872,-3.4967945,-0.19286077,-2.675429,-2.8500974,-6.208274,-1.9397668,-2.6344776,0.7719297,-1.7785013,1.4679497,0.29887784,2.8360124,-3.284776,0.84116703,air_conditioner
-184.81583,23.799057,-51.840645,-5.3171353,-12.50007,-10.222601,-8.114817,3.9931943,-2.5817142,0.5699618,0.35835108,9.306671,-2.243751,3.2839997,2.3076499,9.277752,-1.2454809,5.3353553,-2.7727115,0.61315495,-1.2078673,-1.1144363,-1.8870347,0.9311282,-2.3079705,8.74677,-2.422683,4.430982,-2.5204484,2.0096364,-4.0423055,3.1093855,-2.0805686,2.1655128,-3.8676999,3.0774527,-1.7478447,1.6868681,-0.43397722,3.6114416,dog_bark
-66.693245,29.730728,-58.10033,-11.508693,-21.295568,-14.647393,-14.07329,-0.66961867,-6.504671,2.918429,4.6849017,9.945073,1.9252944,6.6486225,-0.12239057,5.761628,-2.5038028,2.9474504,-4.3559046,-2.5113854,-5.0083437,-1.3628569,0.15387444,3.8809526,0.5296655,9.1869,0.23583046,4.5669985,-1.9908856,3.641339,-1.2159176,4.922351,-1.6482501,-0.14349249,-3.8364344,0.78722507,-3.987874,-0.4652221,-0.6873096,2.2258413,dog_bark
